date,matchday,home_team,away_team,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time,goal_diff,winner,defeat,ref,league
2023-09-17T13:00:00Z,4,frosinone,sassuolo,4,2,1,2,2,frosinone,sassuolo,alessandro prontera,Serie_A
2023-09-17T13:00:00Z,4,monza,lecce,1,1,1,1,0,draw,draw,livio marinelli,Serie_A
2023-09-17T16:00:00Z,4,fiorentina,atalanta,3,2,2,1,1,fiorentina,atalanta,luca pairetto,Serie_A
2023-09-17T18:45:00Z,4,roma,empoli,7,0,3,0,7,roma,empoli,juan luca sacchi,Serie_A
2023-09-18T16:30:00Z,4,salernitana,torino,0,3,0,2,3,torino,salernitana,antonio giua,Serie_A
2023-09-18T18:45:00Z,4,verona,bologna,0,0,0,0,0,draw,draw,federico la penna,Serie_A
2023-09-22T16:30:00Z,5,salernitana,frosinone,1,1,0,1,0,draw,draw,marco piccinini,Serie_A
2023-09-22T18:45:00Z,5,lecce,genoa,1,0,0,0,1,lecce,genoa,antonio rapuano,Serie_A
2023-09-23T13:00:00Z,5,milan,verona,1,0,1,0,1,milan,verona,matteo marchetti,Serie_A
2023-09-23T16:00:00Z,5,sassuolo,juventus,4,2,2,1,2,sassuolo,juventus,andrea colombo,Serie_A
2023-09-23T18:45:00Z,5,lazio,monza,1,1,1,1,0,draw,draw,rosario abisso,Serie_A
2023-09-24T10:30:00Z,5,empoli,inter,0,1,0,0,1,inter,empoli,matteo marcenaro,Serie_A
2023-09-24T13:00:00Z,5,atalanta,cagliari,2,0,1,0,2,atalanta,cagliari,ermanno feliciani,Serie_A
2023-09-24T13:00:00Z,5,udinese,fiorentina,0,2,0,1,2,fiorentina,udinese,daniele chiffi,Serie_A
2023-09-24T16:00:00Z,5,bologna,napoli,0,0,0,0,0,draw,draw,giovanni ayroldi,Serie_A
2023-09-24T18:45:00Z,5,torino,roma,1,1,0,0,0,draw,draw,marco guida,Serie_A
2023-09-26T18:45:00Z,6,juventus,lecce,1,0,0,0,1,juventus,lecce,antonio giua,Serie_A
2023-09-27T16:30:00Z,6,cagliari,milan,1,3,1,2,2,milan,cagliari,federico la penna,Serie_A
2023-09-27T16:30:00Z,6,empoli,salernitana,1,0,1,0,1,empoli,salernitana,antonio rapuano,Serie_A
2023-09-27T16:30:00Z,6,verona,atalanta,0,1,0,1,1,atalanta,verona,federico dionisi,Serie_A
2023-09-27T18:45:00Z,6,inter,sassuolo,1,2,1,0,1,sassuolo,inter,luca massimi,Serie_A
2023-09-27T18:45:00Z,6,lazio,torino,2,0,0,0,2,lazio,torino,michael fabbri,Serie_A
2023-09-27T18:45:00Z,6,napoli,udinese,4,1,2,0,3,napoli,udinese,gianluca manganiello,Serie_A
2023-09-28T16:30:00Z,6,frosinone,fiorentina,1,1,0,1,0,draw,draw,francesco fourneau,Serie_A
2023-09-28T16:30:00Z,6,monza,bologna,0,0,0,0,0,draw,draw,ivano pezzuto,Serie_A
2023-09-28T18:45:00Z,6,genoa,roma,4,1,2,1,3,genoa,roma,daniele orsato,Serie_A
2023-09-30T13:00:00Z,7,lecce,napoli,0,4,0,1,4,napoli,lecce,luca pairetto,Serie_A
2023-09-30T16:00:00Z,7,milan,lazio,2,0,0,0,2,milan,lazio,davide massa,Serie_A
2023-09-30T18:45:00Z,7,salernitana,inter,0,4,0,0,4,inter,salernitana,rosario abisso,Serie_A
2023-10-01T10:30:00Z,7,bologna,empoli,3,0,1,0,3,bologna,empoli,fabio maresca,Serie_A
2023-10-01T13:00:00Z,7,udinese,genoa,2,2,1,2,0,draw,draw,maurizio mariani,Serie_A
2023-10-01T16:00:00Z,7,atalanta,juventus,0,0,0,0,0,draw,draw,daniele chiffi,Serie_A
2023-10-01T18:45:00Z,7,roma,frosinone,2,0,1,0,2,roma,frosinone,matteo marchetti,Serie_A
2023-10-02T16:30:00Z,7,sassuolo,monza,0,1,0,0,1,monza,sassuolo,luca zufferli,Serie_A
2023-10-02T16:30:00Z,7,torino,verona,0,0,0,0,0,draw,draw,ermanno feliciani,Serie_A
2023-10-02T18:45:00Z,7,fiorentina,cagliari,3,0,2,0,3,fiorentina,cagliari,marco di bello,Serie_A
2023-10-06T16:30:00Z,8,empoli,udinese,0,0,0,0,0,draw,draw,michael fabbri,Serie_A
2023-10-06T18:45:00Z,8,lecce,sassuolo,1,1,0,1,0,draw,draw,juan luca sacchi,Serie_A
2023-10-07T13:00:00Z,8,inter,bologna,2,2,2,1,0,draw,draw,marco guida,Serie_A
2023-10-07T16:00:00Z,8,juventus,torino,2,0,0,0,2,juventus,torino,antonio rapuano,Serie_A
2023-10-07T18:45:00Z,8,genoa,milan,0,1,0,0,1,milan,genoa,marco piccinini,Serie_A
2023-10-08T10:30:00Z,8,monza,salernitana,3,0,2,0,3,monza,salernitana,luca massimi,Serie_A
2023-10-08T13:00:00Z,8,frosinone,verona,2,1,1,0,1,frosinone,verona,maria caputi,Serie_A
2023-10-08T13:00:00Z,8,lazio,atalanta,3,2,2,1,1,lazio,atalanta,daniele orsato,Serie_A
2023-10-08T16:00:00Z,8,cagliari,roma,1,4,0,2,3,roma,cagliari,simone sozza,Serie_A
2023-10-08T18:45:00Z,8,napoli,fiorentina,1,3,1,1,2,fiorentina,napoli,federico la penna,Serie_A
2023-10-21T13:00:00Z,9,verona,napoli,1,3,0,2,2,napoli,verona,rosario abisso,Serie_A
2023-10-21T16:00:00Z,9,torino,inter,0,3,0,0,3,inter,torino,matteo marchetti,Serie_A
2023-10-21T18:45:00Z,9,sassuolo,lazio,0,2,0,2,2,lazio,sassuolo,marco di bello,Serie_A
2023-10-22T10:30:00Z,9,roma,monza,1,0,0,0,1,roma,monza,giovanni ayroldi,Serie_A
2023-10-22T13:00:00Z,9,bologna,frosinone,2,1,2,0,1,bologna,frosinone,daniele doveri,Serie_A
2023-10-22T13:00:00Z,9,salernitana,cagliari,2,2,0,0,0,draw,draw,daniele chiffi,Serie_A
2023-10-22T16:00:00Z,9,atalanta,genoa,2,0,0,0,2,atalanta,genoa,livio marinelli,Serie_A
2023-10-22T18:45:00Z,9,milan,juventus,0,1,0,0,1,juventus,milan,maurizio mariani,Serie_A
2023-10-23T16:30:00Z,9,udinese,lecce,1,1,0,0,0,draw,draw,paride tremolada,Serie_A
2023-10-23T18:45:00Z,9,fiorentina,empoli,0,2,0,1,2,empoli,fiorentina,federico dionisi,Serie_A
2023-10-27T18:45:00Z,10,genoa,salernitana,1,0,1,0,1,genoa,salernitana,davide massa,Serie_A
2023-10-28T13:00:00Z,10,sassuolo,bologna,1,1,1,1,0,draw,draw,antonio giua,Serie_A
2023-10-28T16:00:00Z,10,lecce,torino,0,1,0,1,1,torino,lecce,gianluca aureliano,Serie_A
2023-10-28T18:45:00Z,10,juventus,verona,1,0,0,0,1,juventus,verona,ermanno feliciani,Serie_A
2023-10-29T11:30:00Z,10,cagliari,frosinone,4,3,0,2,1,cagliari,frosinone,luca pairetto,Serie_A
2023-10-29T14:00:00Z,10,monza,udinese,1,1,1,0,0,draw,draw,alessandro prontera,Serie_A
2023-10-29T17:00:00Z,10,inter,roma,1,0,0,0,1,inter,roma,fabio maresca,Serie_A
2023-10-29T19:45:00Z,10,napoli,milan,2,2,0,2,0,draw,draw,daniele orsato,Serie_A
2023-10-30T17:30:00Z,10,empoli,atalanta,0,3,0,2,3,atalanta,empoli,luca massimi,Serie_A
2023-10-30T19:45:00Z,10,lazio,fiorentina,1,0,0,0,1,lazio,fiorentina,matteo marcenaro,Serie_A
2023-11-03T19:45:00Z,11,bologna,lazio,1,0,0,0,1,bologna,lazio,federico la penna,Serie_A
2023-11-04T14:00:00Z,11,salernitana,napoli,0,2,0,1,2,napoli,salernitana,antonio rapuano,Serie_A
2023-11-04T17:00:00Z,11,atalanta,inter,1,2,0,1,1,inter,atalanta,simone sozza,Serie_A
2023-11-04T19:45:00Z,11,milan,udinese,0,1,0,0,1,udinese,milan,juan luca sacchi,Serie_A
2023-11-05T11:30:00Z,11,verona,monza,1,3,0,1,2,monza,verona,giuseppe collu,Serie_A
2023-11-05T14:00:00Z,11,cagliari,genoa,2,1,0,0,1,cagliari,genoa,marco guida,Serie_A
2023-11-05T17:00:00Z,11,roma,lecce,2,1,0,0,1,roma,lecce,andrea colombo,Serie_A
2023-11-05T19:45:00Z,11,fiorentina,juventus,0,1,0,1,1,juventus,fiorentina,daniele chiffi,Serie_A
2023-11-06T17:30:00Z,11,frosinone,empoli,2,1,0,0,1,frosinone,empoli,gianluca manganiello,Serie_A
2023-11-06T19:45:00Z,11,torino,sassuolo,2,1,1,1,1,torino,sassuolo,maria caputi,Serie_A
2023-11-10T17:30:00Z,12,sassuolo,salernitana,2,2,1,2,0,draw,draw,davide ghersini,Serie_A
2023-11-10T19:45:00Z,12,genoa,verona,1,0,1,0,1,genoa,verona,daniele orsato,Serie_A
2023-11-11T14:00:00Z,12,lecce,milan,2,2,0,2,0,draw,draw,rosario abisso,Serie_A
2023-11-11T17:00:00Z,12,juventus,cagliari,2,1,0,0,1,juventus,cagliari,marco piccinini,Serie_A
2023-11-11T19:45:00Z,12,monza,torino,1,1,0,0,0,draw,draw,daniele doveri,Serie_A
2023-11-12T11:30:00Z,12,napoli,empoli,0,1,0,0,1,empoli,napoli,alessandro prontera,Serie_A
2023-11-12T14:00:00Z,12,fiorentina,bologna,2,1,1,1,1,fiorentina,bologna,fabio maresca,Serie_A
2023-11-12T14:00:00Z,12,udinese,atalanta,1,1,1,0,0,draw,draw,gianluca aureliano,Serie_A
2023-11-12T17:00:00Z,12,lazio,roma,0,0,0,0,0,draw,draw,davide massa,Serie_A
2023-11-12T19:45:00Z,12,inter,frosinone,2,0,1,0,2,inter,frosinone,federico dionisi,Serie_A
2023-11-25T14:00:00Z,13,salernitana,lazio,2,1,0,1,1,salernitana,lazio,alessandro prontera,Serie_A
2023-11-25T17:00:00Z,13,atalanta,napoli,1,2,0,1,1,napoli,atalanta,maurizio mariani,Serie_A
2023-11-25T19:45:00Z,13,milan,fiorentina,1,0,1,0,1,milan,fiorentina,marco di bello,Serie_A
2023-11-26T11:30:00Z,13,cagliari,monza,1,1,1,0,0,draw,draw,matteo marchetti,Serie_A
2023-11-26T14:00:00Z,13,empoli,sassuolo,3,4,2,2,1,sassuolo,empoli,simone sozza,Serie_A
2023-11-26T14:00:00Z,13,frosinone,genoa,2,1,1,1,1,frosinone,genoa,luca zufferli,Serie_A
2023-11-26T17:00:00Z,13,roma,udinese,3,1,1,0,2,roma,udinese,luca massimi,Serie_A
2023-11-26T19:45:00Z,13,juventus,inter,1,1,1,1,0,draw,draw,marco guida,Serie_A
2023-11-27T17:30:00Z,13,verona,lecce,2,2,1,1,0,draw,draw,federico la penna,Serie_A
2023-11-27T19:45:00Z,13,bologna,torino,2,0,0,0,2,bologna,torino,andrea colombo,Serie_A
2023-12-01T19:45:00Z,14,monza,juventus,1,2,0,1,1,juventus,monza,michael fabbri,Serie_A
2023-12-02T14:00:00Z,14,genoa,empoli,1,1,1,0,0,draw,draw,gianluca aureliano,Serie_A
2023-12-02T17:00:00Z,14,lazio,cagliari,1,0,1,0,1,lazio,cagliari,federico dionisi,Serie_A
2023-12-02T19:45:00Z,14,milan,frosinone,3,1,1,0,2,milan,frosinone,matteo marchetti,Serie_A
2023-12-03T11:30:00Z,14,lecce,bologna,1,1,0,0,0,draw,draw,daniele doveri,Serie_A
2023-12-03T14:00:00Z,14,fiorentina,salernitana,3,0,2,0,3,fiorentina,salernitana,paride tremolada,Serie_A
2023-12-03T14:00:00Z,14,udinese,verona,3,3,2,1,0,draw,draw,fabio maresca,Serie_A
2023-12-03T17:00:00Z,14,sassuolo,roma,1,2,1,0,1,roma,sassuolo,matteo marcenaro,Serie_A
2023-12-03T19:45:00Z,14,napoli,inter,0,3,0,1,3,inter,napoli,davide massa,Serie_A
2023-12-04T19:45:00Z,14,torino,atalanta,3,0,1,0,3,torino,atalanta,marco piccinini,Serie_A
2023-12-08T19:45:00Z,15,juventus,napoli,1,0,0,0,1,juventus,napoli,daniele orsato,Serie_A
2023-12-09T14:00:00Z,15,verona,lazio,1,1,0,1,0,draw,draw,giovanni ayroldi,Serie_A
2023-12-09T17:00:00Z,15,atalanta,milan,3,2,1,1,1,atalanta,milan,federico la penna,Serie_A
2023-12-09T19:45:00Z,15,inter,udinese,4,0,3,0,4,inter,udinese,marco di bello,Serie_A
2023-12-10T11:30:00Z,15,frosinone,torino,0,0,0,0,0,draw,draw,luca massimi,Serie_A
2023-12-10T14:00:00Z,15,monza,genoa,1,0,0,0,1,monza,genoa,giuseppe collu,Serie_A
2023-12-10T17:00:00Z,15,salernitana,bologna,1,2,0,2,1,bologna,salernitana,simone sozza,Serie_A
2023-12-10T19:45:00Z,15,roma,fiorentina,1,1,1,0,0,draw,draw,antonio rapuano,Serie_A
2023-12-11T17:30:00Z,15,empoli,lecce,1,1,0,0,0,draw,draw,andrea colombo,Serie_A
2023-12-11T19:45:00Z,15,cagliari,sassuolo,2,1,0,1,1,cagliari,sassuolo,maurizio mariani,Serie_A
2023-12-15T19:45:00Z,16,genoa,juventus,1,1,0,1,0,draw,draw,davide massa,Serie_A
2023-12-16T14:00:00Z,16,lecce,frosinone,2,1,1,1,1,lecce,frosinone,luca zufferli,Serie_A
2023-12-16T17:30:00Z,16,napoli,cagliari,2,1,0,0,1,napoli,cagliari,matteo marcenaro,Serie_A
2023-12-16T19:45:00Z,16,torino,empoli,1,0,1,0,1,torino,empoli,livio marinelli,Serie_A
2023-12-17T11:30:00Z,16,milan,monza,3,0,2,0,3,milan,monza,gianluca aureliano,Serie_A
2023-12-17T14:00:00Z,16,fiorentina,verona,1,0,0,0,1,fiorentina,verona,maria caputi,Serie_A
2023-12-17T14:00:00Z,16,udinese,sassuolo,2,2,1,0,0,draw,draw,gianluca manganiello,Serie_A
2023-12-17T17:00:00Z,16,bologna,roma,2,0,1,0,2,bologna,roma,marco guida,Serie_A
2023-12-17T19:45:00Z,16,lazio,inter,0,2,0,1,2,inter,lazio,fabio maresca,Serie_A
2023-12-18T19:45:00Z,16,atalanta,salernitana,4,1,0,1,3,atalanta,salernitana,ermanno feliciani,Serie_A
2023-12-22T17:30:00Z,17,sassuolo,genoa,1,2,1,0,1,genoa,sassuolo,marco guida,Serie_A
2023-12-22T17:30:00Z,17,empoli,lazio,0,2,0,1,2,lazio,empoli,matteo marchetti,Serie_A
2023-12-22T19:45:00Z,17,monza,fiorentina,0,1,0,1,1,fiorentina,monza,juan luca sacchi,Serie_A
2023-12-22T19:45:00Z,17,salernitana,milan,2,2,1,1,0,draw,draw,daniele doveri,Serie_A
2023-12-23T11:30:00Z,17,frosinone,juventus,1,2,0,1,1,juventus,frosinone,maurizio mariani,Serie_A
2023-12-23T14:00:00Z,17,torino,udinese,1,1,0,0,0,draw,draw,michael fabbri,Serie_A
2023-12-23T14:00:00Z,17,bologna,atalanta,1,0,0,0,1,bologna,atalanta,antonio rapuano,Serie_A
2023-12-23T17:00:00Z,17,verona,cagliari,2,0,0,0,2,verona,cagliari,daniele orsato,Serie_A
2023-12-23T17:00:00Z,17,inter,lecce,2,0,1,0,2,inter,lecce,matteo marcenaro,Serie_A
2023-12-23T19:45:00Z,17,roma,napoli,2,0,0,0,2,roma,napoli,andrea colombo,Serie_A
2023-12-29T17:30:00Z,18,fiorentina,torino,1,0,0,0,1,fiorentina,torino,federico la penna,Serie_A
2023-12-29T17:30:00Z,18,napoli,monza,0,0,0,0,0,draw,draw,marco di bello,Serie_A
2023-12-29T19:45:00Z,18,genoa,inter,1,1,1,1,0,draw,draw,daniele doveri,Serie_A
2023-12-29T19:45:00Z,18,lazio,frosinone,3,1,0,0,2,lazio,frosinone,ermanno feliciani,Serie_A
2023-12-30T11:30:00Z,18,atalanta,lecce,1,0,0,0,1,atalanta,lecce,gianluca manganiello,Serie_A
2023-12-30T14:00:00Z,18,cagliari,empoli,0,0,0,0,0,draw,draw,fabio maresca,Serie_A
2023-12-30T14:00:00Z,18,udinese,bologna,3,0,1,0,3,udinese,bologna,daniele orsato,Serie_A
2023-12-30T17:00:00Z,18,verona,salernitana,0,1,0,0,1,salernitana,verona,maurizio mariani,Serie_A
2023-12-30T17:00:00Z,18,milan,sassuolo,1,0,0,0,1,milan,sassuolo,livio marinelli,Serie_A
2023-12-30T19:45:00Z,18,juventus,roma,1,0,0,0,1,juventus,roma,simone sozza,Serie_A
2024-01-05T19:45:00Z,19,bologna,genoa,1,1,0,1,0,draw,draw,andrea colombo,Serie_A
2024-01-06T11:30:00Z,19,inter,verona,2,1,1,0,1,inter,verona,marco piccinini,Serie_A
2024-01-06T14:00:00Z,19,frosinone,monza,2,3,0,2,1,monza,frosinone,maria caputi,Serie_A
2024-01-06T17:00:00Z,19,lecce,cagliari,1,1,1,0,0,draw,draw,davide massa,Serie_A
2024-01-06T19:45:00Z,19,sassuolo,fiorentina,1,0,1,0,1,sassuolo,fiorentina,rosario abisso,Serie_A
2024-01-07T11:30:00Z,19,empoli,milan,0,3,0,2,3,milan,empoli,federico la penna,Serie_A
2024-01-07T14:00:00Z,19,torino,napoli,3,0,1,0,3,torino,napoli,maurizio mariani,Serie_A
2024-01-07T14:00:00Z,19,udinese,lazio,1,2,0,1,1,lazio,udinese,juan luca sacchi,Serie_A
2024-01-07T17:00:00Z,19,salernitana,juventus,1,2,1,0,1,juventus,salernitana,marco guida,Serie_A
2024-01-07T19:45:00Z,19,roma,atalanta,1,1,1,1,0,draw,draw,gianluca aureliano,Serie_A
2024-01-13T14:00:00Z,20,genoa,torino,0,0,0,0,0,draw,draw,antonio giua,Serie_A
2024-01-13T14:00:00Z,20,napoli,salernitana,2,1,1,1,1,napoli,salernitana,livio marinelli,Serie_A
2024-01-13T17:00:00Z,20,verona,empoli,2,1,1,0,1,verona,empoli,daniele doveri,Serie_A
2024-01-13T19:45:00Z,20,monza,inter,1,5,0,2,4,inter,monza,antonio rapuano,Serie_A
2024-01-14T11:30:00Z,20,lazio,lecce,1,0,0,0,1,lazio,lecce,maria caputi,Serie_A
2024-01-14T14:00:00Z,20,cagliari,bologna,2,1,1,1,1,cagliari,bologna,gianluca manganiello,Serie_A
2024-01-14T17:00:00Z,20,fiorentina,udinese,2,2,0,1,0,draw,draw,luca pairetto,Serie_A
2024-01-14T19:45:00Z,20,milan,roma,3,1,1,0,2,milan,roma,marco guida,Serie_A
2024-01-15T19:45:00Z,20,atalanta,frosinone,5,0,3,0,5,atalanta,frosinone,alessandro prontera,Serie_A
2024-01-16T19:45:00Z,20,juventus,sassuolo,3,0,2,0,3,juventus,sassuolo,marco piccinini,Serie_A
2024-01-20T17:00:00Z,21,roma,verona,2,1,2,0,1,roma,verona,juan luca sacchi,Serie_A
2024-01-20T19:45:00Z,21,udinese,milan,2,3,1,1,1,milan,udinese,fabio maresca,Serie_A
2024-01-21T11:30:00Z,21,frosinone,cagliari,3,1,0,1,2,frosinone,cagliari,federico dionisi,Serie_A
2024-01-21T14:00:00Z,21,empoli,monza,3,0,2,0,3,empoli,monza,antonio giua,Serie_A
2024-01-21T17:00:00Z,21,salernitana,genoa,1,2,1,1,1,genoa,salernitana,daniele orsato,Serie_A
2024-01-21T19:45:00Z,21,lecce,juventus,0,3,0,0,3,juventus,lecce,daniele doveri,Serie_A
2024-01-26T19:45:00Z,22,cagliari,torino,1,2,0,2,1,torino,cagliari,andrea colombo,Serie_A
2024-01-27T14:00:00Z,22,atalanta,udinese,2,0,2,0,2,atalanta,udinese,marco piccinini,Serie_A
2024-01-27T17:00:00Z,22,juventus,empoli,1,1,0,0,0,draw,draw,livio marinelli,Serie_A
2024-01-27T19:45:00Z,22,milan,bologna,2,2,1,1,0,draw,draw,davide massa,Serie_A
2024-01-28T11:30:00Z,22,genoa,lecce,2,1,0,1,1,genoa,lecce,luca pairetto,Serie_A
2024-01-28T14:00:00Z,22,verona,frosinone,1,1,1,0,0,draw,draw,federico la penna,Serie_A
2024-01-28T14:00:00Z,22,monza,sassuolo,1,0,1,0,1,monza,sassuolo,gianluca manganiello,Serie_A
2024-01-28T17:00:00Z,22,lazio,napoli,0,0,0,0,0,draw,draw,daniele orsato,Serie_A
2024-01-28T19:45:00Z,22,fiorentina,inter,0,1,0,1,1,inter,fiorentina,gianluca aureliano,Serie_A
2024-01-29T19:45:00Z,22,salernitana,roma,1,2,0,0,1,roma,salernitana,marco di bello,Serie_A
2024-02-02T19:45:00Z,23,lecce,fiorentina,3,2,1,0,1,lecce,fiorentina,antonio giua,Serie_A
2024-02-03T14:00:00Z,23,empoli,genoa,0,0,0,0,0,draw,draw,ermanno feliciani,Serie_A
2024-02-03T14:00:00Z,23,udinese,monza,0,0,0,0,0,draw,draw,alessandro prontera,Serie_A
2024-02-03T17:00:00Z,23,frosinone,milan,2,3,1,1,1,milan,frosinone,luca pairetto,Serie_A
2024-02-03T19:45:00Z,23,bologna,sassuolo,4,2,1,2,2,bologna,sassuolo,juan luca sacchi,Serie_A
2024-02-04T11:30:00Z,23,torino,salernitana,0,0,0,0,0,draw,draw,daniele chiffi,Serie_A
2024-02-04T14:00:00Z,23,napoli,verona,2,1,0,0,1,napoli,verona,marco piccinini,Serie_A
2024-02-04T17:00:00Z,23,atalanta,lazio,3,1,2,0,2,atalanta,lazio,marco guida,Serie_A
2024-02-04T19:45:00Z,23,inter,juventus,1,0,1,0,1,inter,juventus,fabio maresca,Serie_A
2024-02-05T19:45:00Z,23,roma,cagliari,4,0,2,0,4,roma,cagliari,matteo marcenaro,Serie_A
2024-02-09T19:45:00Z,24,salernitana,empoli,1,3,0,1,2,empoli,salernitana,maurizio mariani,Serie_A
2024-02-10T14:00:00Z,24,cagliari,lazio,1,3,0,1,2,lazio,cagliari,marco di bello,Serie_A
2024-02-10T17:00:00Z,24,roma,inter,2,4,2,1,2,inter,roma,marco guida,Serie_A
2024-02-10T19:45:00Z,24,sassuolo,torino,1,1,1,1,0,draw,draw,federico la penna,Serie_A
2024-02-11T11:30:00Z,24,fiorentina,frosinone,5,1,3,0,4,fiorentina,frosinone,ermanno feliciani,Serie_A
2024-02-11T14:00:00Z,24,bologna,lecce,4,0,2,0,4,bologna,lecce,gianluca manganiello,Serie_A
2024-02-11T14:00:00Z,24,monza,verona,0,0,0,0,0,draw,draw,davide massa,Serie_A
2024-02-11T17:00:00Z,24,genoa,atalanta,1,4,0,1,3,atalanta,genoa,andrea colombo,Serie_A
2024-02-11T19:45:00Z,24,milan,napoli,1,0,1,0,1,milan,napoli,daniele doveri,Serie_A
2024-02-12T19:45:00Z,24,juventus,udinese,0,1,0,1,1,udinese,juventus,rosario abisso,Serie_A
2024-02-14T18:00:00Z,21,bologna,fiorentina,2,0,1,0,2,bologna,fiorentina,daniele chiffi,Serie_A
2024-02-16T18:00:00Z,25,torino,lecce,2,0,0,0,2,torino,lecce,giovanni ayroldi,Serie_A
2024-02-16T20:00:00Z,25,inter,salernitana,4,0,3,0,4,inter,salernitana,marco piccinini,Serie_A
2024-02-17T14:00:00Z,25,napoli,genoa,1,1,0,0,0,draw,draw,juan luca sacchi,Serie_A
2024-02-17T17:00:00Z,25,verona,juventus,2,2,1,1,0,draw,draw,marco di bello,Serie_A
2024-02-17T19:45:00Z,25,atalanta,sassuolo,3,0,1,0,3,atalanta,sassuolo,alessandro prontera,Serie_A
2024-02-18T11:30:00Z,25,lazio,bologna,1,2,1,1,1,bologna,lazio,fabio maresca,Serie_A
2024-02-18T14:00:00Z,25,empoli,fiorentina,1,1,0,1,0,draw,draw,luca pairetto,Serie_A
2024-02-18T14:00:00Z,25,udinese,cagliari,1,1,1,1,0,draw,draw,maurizio mariani,Serie_A
2024-02-18T17:00:00Z,25,frosinone,roma,0,3,0,1,3,roma,frosinone,antonio giua,Serie_A
2024-02-18T19:45:00Z,25,monza,milan,4,2,2,0,2,monza,milan,andrea colombo,Serie_A
2024-02-22T19:45:00Z,21,torino,lazio,0,2,0,0,2,lazio,torino,federico la penna,Serie_A
2024-02-23T19:45:00Z,26,bologna,verona,2,0,1,0,2,bologna,verona,rosario abisso,Serie_A
2024-02-24T14:00:00Z,26,sassuolo,empoli,2,3,0,1,1,empoli,sassuolo,gianluca aureliano,Serie_A
2024-02-24T17:00:00Z,26,salernitana,monza,0,2,0,0,2,monza,salernitana,michael fabbri,Serie_A
2024-02-24T19:45:00Z,26,genoa,udinese,2,0,2,0,2,genoa,udinese,francesco fourneau,Serie_A
2024-02-25T11:30:00Z,26,juventus,frosinone,3,2,2,2,1,juventus,frosinone,antonio rapuano,Serie_A
2024-02-25T14:00:00Z,26,cagliari,napoli,1,1,0,0,0,draw,draw,luca pairetto,Serie_A
2024-02-25T17:00:00Z,26,lecce,inter,0,4,0,1,4,inter,lecce,daniele doveri,Serie_A
2024-02-25T19:45:00Z,26,milan,atalanta,1,1,1,1,0,draw,draw,daniele orsato,Serie_A
2024-02-26T17:30:00Z,26,roma,torino,3,2,1,1,1,roma,torino,juan luca sacchi,Serie_A
2024-02-26T19:45:00Z,26,fiorentina,lazio,2,1,0,1,1,fiorentina,lazio,marco guida,Serie_A
2024-02-28T17:00:00Z,21,sassuolo,napoli,1,6,1,3,5,napoli,sassuolo,daniele chiffi,Serie_A
2024-02-28T19:45:00Z,21,inter,atalanta,4,0,2,0,4,inter,atalanta,andrea colombo,Serie_A
2024-03-01T19:45:00Z,27,lazio,milan,0,1,0,0,1,milan,lazio,marco di bello,Serie_A
2024-03-02T14:00:00Z,27,udinese,salernitana,1,1,1,1,0,draw,draw,gianluca manganiello,Serie_A
2024-03-02T17:00:00Z,27,monza,roma,1,4,0,2,3,roma,monza,marco piccinini,Serie_A
2024-03-02T19:45:00Z,27,torino,fiorentina,0,0,0,0,0,draw,draw,matteo marchetti,Serie_A
2024-03-03T11:30:00Z,27,verona,sassuolo,1,0,0,0,1,verona,sassuolo,fabio maresca,Serie_A
2024-03-03T14:00:00Z,27,empoli,cagliari,0,1,0,0,1,cagliari,empoli,antonio rapuano,Serie_A
2024-03-03T14:00:00Z,27,frosinone,lecce,1,1,1,0,0,draw,draw,marco guida,Serie_A
2024-03-03T17:00:00Z,27,atalanta,bologna,1,2,1,0,1,bologna,atalanta,federico la penna,Serie_A
2024-03-03T19:45:00Z,27,napoli,juventus,2,1,1,0,1,napoli,juventus,maurizio mariani,Serie_A
2024-03-04T19:45:00Z,27,inter,genoa,2,1,2,0,1,inter,genoa,giovanni ayroldi,Serie_A
2024-03-08T19:45:00Z,28,napoli,torino,1,1,0,0,0,draw,draw,daniele orsato,Serie_A
2024-03-09T14:00:00Z,28,cagliari,salernitana,4,2,2,0,2,cagliari,salernitana,francesco fourneau,Serie_A
2024-03-09T14:00:00Z,28,sassuolo,frosinone,1,0,0,0,1,sassuolo,frosinone,federico la penna,Serie_A
2024-03-09T17:00:00Z,28,bologna,inter,0,1,0,1,1,inter,bologna,luca pairetto,Serie_A
2024-03-09T19:45:00Z,28,genoa,monza,2,3,0,2,1,monza,genoa,ermanno feliciani,Serie_A
2024-03-10T11:30:00Z,28,lecce,verona,0,1,0,1,1,verona,lecce,daniele chiffi,Serie_A
2024-03-10T14:00:00Z,28,milan,empoli,1,0,1,0,1,milan,empoli,juan luca sacchi,Serie_A
2024-03-10T17:00:00Z,28,juventus,atalanta,2,2,0,1,0,draw,draw,marco guida,Serie_A
2024-03-10T19:45:00Z,28,fiorentina,roma,2,2,1,0,0,draw,draw,davide massa,Serie_A
2024-03-11T19:45:00Z,28,lazio,udinese,1,2,0,0,1,udinese,lazio,gianluca aureliano,Serie_A
2024-03-15T19:45:00Z,29,empoli,bologna,0,1,0,0,1,bologna,empoli,michael fabbri,Serie_A
2024-03-16T14:00:00Z,29,monza,cagliari,1,0,1,0,1,monza,cagliari,matteo marcenaro,Serie_A
